date,avg_duration,avg_distance (km)
2022-04-24,0 days 00:16:57.232741617,5.076985616010006
2022-04-25,0 days 00:16:41.675267062,3.7065339560882737
2022-04-26,0 days 00:17:09.937423016,8.38926304137954
2022-04-27,0 days 00:17:58.725073233,3.8622000563936276
2022-04-28,0 days 00:18:30.141857191,7.524345203106146
2022-04-29,0 days 00:18:09.203480671,9.323246613431646
2022-04-30,0 days 00:17:16.493364180,4.870435119038314
2022-05-01,0 days 00:17:43.219121477,6.425686139473605
2022-05-02,0 days 00:16:34.171346081,3.8005128875685177
2022-05-03,0 days 00:17:22.736371485,6.209318781860751
2022-05-04,0 days 00:16:53.396535229,5.129937975349586
2022-05-05,0 days 00:18:07.861186577,6.24329010275168
2022-05-06,0 days 00:18:58.058243251,6.4925142151962
2022-05-07,0 days 00:16:05.086007767,5.773661062553412
2022-05-08,0 days 00:16:51.227207337,5.826144822592324
2022-05-09,0 days 00:17:33.457267848,7.504027879473181
2022-05-10,0 days 00:17:33.551700265,6.1983205037334965
2022-05-11,0 days 00:17:54.957465481,6.936188114156754
2022-05-12,0 days 00:18:16.387657216,5.260111865400663
2022-05-13,0 days 00:18:53.847821906,5.893877029823306
2022-05-14,0 days 00:17:58.136179007,5.789022375899209
2022-05-15,0 days 00:17:48.334905793,7.605370028229248
2022-05-16,0 days 00:17:45.378404720,7.873035316017772
2022-05-17,0 days 00:20:13.153894952,8.256288855994924
2022-05-18,0 days 00:20:27.573934837,4.897610216016231
2022-05-19,0 days 00:20:32.051251388,14.118899725882727
2022-05-20,0 days 00:19:56.410102021,8.368596726286563
2022-05-21,0 days 00:18:48.331141040,7.12066873000137
2022-05-22,0 days 00:18:38.903417152,6.05978529481318
2022-05-23,0 days 00:18:21.845384343,8.664167443713165
2022-05-24,0 days 00:18:40.675301629,6.1056388739168295
2022-05-25,0 days 00:19:22.980965028,12.777241814634465
2022-05-26,0 days 00:19:20.008986281,5.511030454425537
2022-05-27,0 days 00:17:53.921238673,4.288375983271931
2022-05-28,0 days 00:16:31.357469543,6.295919779819483
2022-05-29,0 days 00:16:49.768781839,6.044521495347492
2022-05-30,0 days 00:16:05.285274672,6.839356893857435
2022-05-31,0 days 00:18:06.804756066,6.998106570463346
2022-06-01,0 days 00:18:59.988432857,8.834704135458624
2022-06-02,0 days 00:18:59.782074584,3.4273700993287735
2022-06-03,0 days 00:18:29.700672044,5.166082439544067
2022-06-04,0 days 00:17:04.035924088,5.064270993113802
2022-06-05,0 days 00:18:02.250085595,7.875128197603326
2022-06-06,0 days 00:16:46.149144558,5.091573745722793
2022-06-07,0 days 00:18:11.252973998,7.521811278466529
2022-06-08,0 days 00:18:37.643560989,6.746452844479137
2022-06-09,0 days 00:19:05.381931220,8.701821028308206
2022-06-10,0 days 00:19:12.554416299,4.878375628209012
2022-06-11,0 days 00:17:40.656022528,5.063376782714666
2022-06-12,0 days 00:18:02.895756597,6.612547353549624
2022-06-13,0 days 00:17:20.035532566,4.147410873252272
2022-06-14,0 days 00:18:15.059128895,5.9024259991706804
2022-06-15,0 days 00:18:45.011787879,5.314105447103999
2022-06-16,0 days 00:18:48.091974291,4.679736962187831
2022-06-17,0 days 00:18:31.233749074,6.9881804216843495
2022-06-18,0 days 00:16:58.804180493,5.359205016592682
2022-06-19,0 days 00:17:07.781101167,5.047729814449669
2022-06-20,0 days 00:17:09.831000029,8.38081984779783
2022-06-21,0 days 00:18:12.171268856,6.303827366517325
2022-06-22,0 days 00:18:31.863249805,6.516623604258633
2022-06-23,0 days 00:18:40.780296064,4.422776449675125
2022-06-24,0 days 00:18:40.970548357,9.162665971358658
2022-06-25,0 days 00:16:57.605181122,4.345396335872772
2022-06-26,0 days 00:17:38.284464435,4.966245464499646
2022-06-27,0 days 00:17:11.266450412,4.750784620521872
2022-06-28,0 days 00:17:15.795100203,6.4290353689299975
2022-06-29,0 days 00:17:28.007096246,5.777259213194077
2022-06-30,0 days 00:18:16.578871024,5.584227717581266
2022-07-01,0 days 00:17:04.831232383,5.616557215001566
2022-07-02,0 days 00:15:12.739542762,7.143618607545344
2022-07-03,0 days 00:15:21.331659968,4.190827914925433
2022-07-04,0 days 00:16:33.512537180,8.51433646184906
2022-07-05,0 days 00:15:59.929361684,4.206207405222009
2022-07-06,0 days 00:16:22.663243581,4.529057656182265
2022-07-07,0 days 00:16:49.626348434,3.413819339810133
2022-07-08,0 days 00:16:46.305383329,7.540276283735372
2022-07-09,0 days 00:15:33.475879729,5.298850466710722
2022-07-10,0 days 00:16:22.650717927,5.2112413995194276
2022-07-11,0 days 00:16:55.009356796,8.050073707809956
2022-07-12,0 days 00:16:37.642998480,3.3884778806402602
2022-07-13,0 days 00:17:27.613457166,3.8242788449349705
2022-07-14,0 days 00:17:51.308848699,7.981027275409974
2022-07-15,0 days 00:17:12.319336569,5.186567781373607
2022-07-16,0 days 00:16:45.818469287,6.721794319294808
2022-07-17,0 days 00:16:49.238113053,4.135202306414165
2022-07-18,0 days 00:16:35.504110234,8.14201744418169
2022-07-19,0 days 00:17:04.334031204,7.207260841615122
2022-07-20,0 days 00:17:30.832180294,8.625346794327553
2022-07-21,0 days 00:18:00.851489964,4.3025244913981435
2022-07-22,0 days 00:17:01.338803614,7.860702881196023
2022-07-23,0 days 00:16:18.179465089,3.4863133459690236
2022-07-24,0 days 00:16:18.356560252,8.313507937204
2022-07-25,0 days 00:16:04.881681662,5.92577525577118
2022-07-26,0 days 00:16:55.411953089,6.415172575552549
2022-07-27,0 days 00:17:17.940457051,3.3885045549620565
2022-07-28,0 days 00:17:23.938808180,6.043439428830696
2022-07-29,0 days 00:18:03.054816675,7.409145358607853
2022-07-30,0 days 00:16:18.340277845,3.8771972352119963
2022-07-31,0 days 00:16:46.925100937,4.472042245489177
2022-08-01,0 days 00:16:54.236320887,7.0944574945283545
2022-08-02,0 days 00:16:26.916226352,5.752925103458469
2022-08-03,0 days 00:16:39.648047414,3.544029660902276
2022-08-04,0 days 00:17:34.539230036,5.671615847206546
2022-08-05,0 days 00:17:18.742428157,5.525478488769126
2022-08-06,0 days 00:16:02.244607040,5.919562410669494
2022-08-07,0 days 00:16:28.010380741,4.0477182992082685
2022-08-08,0 days 00:16:08.332300518,5.78573191807017
2022-08-09,0 days 00:16:35.730529179,7.620165724243394
2022-08-10,0 days 00:17:29.546049097,4.774766075724663
2022-08-11,0 days 00:18:00.344760841,8.49553237309711
2022-08-12,0 days 00:17:49.666095937,3.6329577568510487
2022-08-13,0 days 00:16:58.942374530,6.939590474866438
2022-08-14,0 days 00:17:25.281877551,4.843683848396502
2022-08-15,0 days 00:16:42.456516117,3.9384973495948974
2022-08-16,0 days 00:16:11.941687749,3.511410610242257
2022-08-17,0 days 00:16:47.492720956,6.583906280562205
2022-08-18,0 days 00:17:33.996598888,6.166905079724986
2022-08-19,0 days 00:17:31.947183633,5.518864533515524
2022-08-20,0 days 00:17:20.905222303,7.287661419344644
2022-08-21,0 days 00:16:52.209857947,5.538764975783838
2022-08-22,0 days 00:15:51.935816268,6.629838012487447
2022-08-23,0 days 00:16:22.073281514,3.8224231741386188
2022-08-24,0 days 00:16:42.935516755,5.08204997034401
2022-08-25,0 days 00:17:27.955419069,7.8963572315105495
2022-08-26,0 days 00:17:11.468800120,7.073080363039417
2022-08-27,0 days 00:16:42.155115192,7.752421987634134
2022-08-28,0 days 00:17:08.629497303,5.956672735134151
2022-08-29,0 days 00:16:44.767869060,6.192776665463178
2022-08-30,0 days 00:16:57.323308985,4.27044424788861
2022-08-31,0 days 00:18:02.800398504,3.7001096358691545
2022-09-01,0 days 00:18:43.147659916,9.132273424206728
2022-09-02,0 days 00:17:50.922706155,6.293097270615564
2022-09-03,0 days 00:16:21.800916087,8.209682567520169
2022-09-04,0 days 00:16:35.158791152,5.861901990257795
2022-09-05,0 days 00:16:15.835436899,11.106453574404059
2022-09-06,0 days 00:19:27.637749005,8.830962725011263
2022-09-07,0 days 00:18:30.898302234,4.679371683722807
2022-09-08,0 days 00:19:53.088639681,3.5919324252779514
2022-09-09,0 days 00:19:35.503187562,7.578657229137041
2022-09-10,0 days 00:18:42.541622742,9.81455724827422
2022-09-11,0 days 00:17:38.567853153,14.977045676949993
2022-09-12,0 days 00:18:38.153664302,10.848559634020898
2022-09-13,0 days 00:19:13.474414563,5.588228240289173
2022-09-14,0 days 00:19:25.883089349,4.568235820462387
2022-09-15,0 days 00:19:54.475319641,3.5772605426865485
2022-09-16,0 days 00:19:31.212836281,4.026188921199409
2022-09-17,0 days 00:16:54.051158804,10.657713483806994
2022-09-18,0 days 00:20:16.992906124,4.647992433199338
2022-09-19,0 days 00:19:16.997471231,5.5086660036937065
2022-09-20,0 days 00:21:07.842582350,6.561683852340688
2022-09-21,0 days 00:22:41.769695909,8.361305412972468
2022-09-22,0 days 00:20:22.848605687,8.468527583741269
2022-09-23,0 days 00:19:58.245676453,7.090356960049675
2022-09-24,0 days 00:17:29.003890918,3.953813355129286
2022-09-25,0 days 00:17:02.965091657,13.601387057091577
2022-09-26,0 days 00:15:52.223738456,5.133127782816623
2022-09-27,0 days 00:16:02.134000423,5.206856822674008
2022-09-28,0 days 00:18:11.073537331,5.685773398612811
2022-09-29,0 days 00:19:09.503497606,8.416704442393987
2022-09-30,0 days 00:18:52.601829184,5.090456568986273
2022-10-01,0 days 00:16:18.809341883,7.386849274453827
2022-10-02,0 days 00:16:57.333329854,4.805060747761101
2022-10-03,0 days 00:17:29.070948091,6.12647514056188
2022-10-04,0 days 00:17:05.969180549,5.0193332786242495
2022-10-05,0 days 00:15:33.266006761,6.239815185946813
2022-10-06,0 days 00:20:22.499394370,7.351286600235792
2022-10-07,0 days 00:19:55.991378,6.95208047732926
2022-10-08,0 days 00:17:52.283166828,8.194643723604996
2022-10-09,0 days 00:18:27.793672935,4.775112866932076
2022-10-10,0 days 00:16:41.481179138,9.167805937879027
2022-10-11,0 days 00:17:29.373361915,3.966054612595564
2022-10-12,0 days 00:18:57.582019735,3.484030981673715
2022-10-13,0 days 00:19:13.289140433,6.321427328381864
2022-10-14,0 days 00:19:11.552959379,6.715383823945211
2022-10-15,0 days 00:17:47.102203114,5.353043731594778
2022-10-16,0 days 00:16:53.917068093,9.646571736467381
2022-10-17,0 days 00:16:52.705114108,6.917780310547346
2022-10-18,0 days 00:17:50.023842366,5.724681540410926
2022-10-19,0 days 00:18:50.962405899,7.295152063861428
2022-10-20,0 days 00:19:20.995453481,6.733034687974382
2022-10-21,0 days 00:19:04.448658420,5.988307284624953
2022-10-22,0 days 00:17:32.245615129,4.31096525638526
2022-10-23,0 days 00:16:53.607673851,5.594237054389511
2022-10-24,0 days 00:16:54.941068239,6.269916081028927
2022-10-25,0 days 00:17:42.976284841,6.261071973880839
2022-10-26,0 days 00:18:45.632340504,5.398889061299858
2022-10-27,0 days 00:19:47.954075159,6.193097906534151
2022-10-28,0 days 00:19:02.362629051,8.30877873161139
2022-10-29,0 days 00:17:39.467999312,3.3779396089586293
2022-10-30,0 days 00:16:51.061668481,3.9548478585795213
2022-10-31,0 days 00:16:48.269614751,9.181739678910384
2022-11-01,0 days 00:18:01.354521766,5.526221764891375
2022-11-02,0 days 00:18:04.237441692,6.095774089062413
2022-11-03,0 days 00:18:52.062585561,5.55976400170363
2022-11-04,0 days 00:18:10.832677798,8.515884513551981
2022-11-05,0 days 00:17:34.634811082,7.214310089646552
2022-11-06,0 days 00:19:52.853504829,5.461211915463326
2022-11-07,0 days 00:17:53.511169572,3.8410756677219426
2022-11-08,0 days 00:16:53.766324584,3.309758918767183
2022-11-09,0 days 00:18:46.578842268,8.105905982905982
2022-11-10,0 days 00:19:38.033941850,3.8078422626895807
2022-11-11,0 days 00:19:17.084015697,6.0658806740962214
2022-11-12,0 days 00:17:23.610871823,3.4542599890029324
2022-11-13,0 days 00:17:19.622067227,4.0119647498446644
2022-11-14,0 days 00:18:19.614684362,7.3629043000559085
2022-11-15,0 days 00:19:15.342319901,4.436506701349088
2022-11-16,0 days 00:19:14.088430822,13.10177886898338
2022-11-17,0 days 00:20:00.847048581,6.274150234938747
2022-11-18,0 days 00:19:02.203543067,6.894828189494417
2022-11-19,0 days 00:17:57.381831205,10.094094825770025
2022-11-20,0 days 00:16:50.118681047,4.4635506933744225
2022-11-21,0 days 00:17:34.936273335,3.687904926008514
2022-11-22,0 days 00:18:54.880790250,6.501642135037452
2022-11-23,0 days 00:18:07.048352896,6.092871355547141
2022-11-24,0 days 00:14:53.478503653,6.077056687194063
2022-11-25,0 days 00:15:40.098652533,9.23566974955835
2022-11-26,0 days 00:17:04.260408187,5.182401294303257
2022-11-27,0 days 00:17:05.739542025,9.138996564636747
2022-11-28,0 days 00:17:29.662863421,5.557753737510329
2022-11-29,0 days 00:17:39.140242267,6.148346513420233
2022-11-30,0 days 00:18:47.821808849,11.622829099994052
